Normalized_URL,NPM_ID,NPM_Name,NPM_Homepage,NPM_Repo,PyPI_ID,PyPI_Name,PyPI_Homepage,PyPI_Repo
github.com/geojupyter/jupytergis,592234,@jupytergis/schema,https://github.com/geojupyter/jupytergis,git+https://github.com/geojupyter/jupytergis.git,300171,jupytergis-qgis,https://pypi.org/project/jupytergis-qgis/,https://github.com/geojupyter/jupytergis.git
github.com/jtpio/jupyterlab-classic,592248,@jupyterlab-classic/ui-components,https://github.com/jtpio/jupyterlab-classic,git+https://github.com/jtpio/jupyterlab-classic.git,300402,jupyterlab-classic,https://github.com/jtpio/jupyterlab-classic,https://github.com/jtpio/jupyterlab-classic
github.com/jupyterlab/jupyterlab-commenting,2317072,jupyterlab-commenting,https://github.com/jupyterlab/jupyterlab-commenting,git+https://github.com/jupyterlab/jupyterlab-commenting.git,300423,jupyterlab-commenting-service,https://github.com/jupyterlab/jupyterlab-commenting,https://github.com/jupyterlab/jupyterlab-commenting
github.com/jupyterlab/jupyterlab-telemetry,592323,@jupyterlab/jupyterlab-telemetry,https://github.com/jupyterlab/jupyterlab-telemetry,git+https://github.com/jupyterlab/jupyterlab-telemetry.git,300784,jupyterlab-telemetry,https://github.com/jupyterlab/jupyterlab-telemetry,https://github.com/jupyterlab/jupyterlab-telemetry
github.com/jupyterlab/jupyterlab-plugin-playground,592362,@jupyterlab/plugin-playground,https://github.com/jupyterlab/jupyterlab-plugin-playground,git+https://github.com/jupyterlab/jupyterlab-plugin-playground.git,300693,jupyterlab-plugin-playground,https://github.com/jupyterlab/jupyterlab-plugin-playground,https://github.com/jupyterlab/jupyterlab-plugin-playground
github.com/jupyterlab/pull-requests,592366,@jupyterlab/pullrequests,https://github.com/jupyterlab/pull-requests,https://github.com/jupyterlab/pull-requests.git,300704,jupyterlab-pullrequests,https://github.com/jupyterlab/pull-requests,https://github.com/jupyterlab/pull-requests
github.com/jupyterlab-contrib/jupyterlab-slideshow,2317217,jupyterlab-slideshow,https://github.com/jupyterlab-contrib/jupyterlab-slideshow,git+https://github.com/jupyterlab-contrib/jupyterlab-slideshow.git,300752,jupyterlab-slideshow,https://pypi.org/project/jupyterlab-slideshow/,https://github.com/jupyterlab-contrib/jupyterlab-slideshow
github.com/jupyterlab/ui-profiler,592404,@jupyterlab/ui-profiler,https://github.com/jupyterlab/ui-profiler,git+https://github.com/jupyterlab/ui-profiler.git,300822,jupyterlab-ui-profiler,https://pypi.org/project/jupyterlab-ui-profiler/,https://github.com/jupyterlab/ui-profiler.git
github.com/jupyterlite/ai,592417,@jupyterlite/ai,https://github.com/jupyterlite/ai,git+https://github.com/jupyterlite/ai.git,300875,jupyterlite-ai,https://pypi.org/project/jupyterlite-ai/,https://github.com/jupyterlite/ai.git
github.com/jupyterlite/echo-kernel,592424,@jupyterlite/echo-kernel,https://github.com/jupyterlite/echo-kernel,git+https://github.com/jupyterlite/echo-kernel.git,300878,jupyterlite-echo-kernel,https://pypi.org/project/jupyterlite-echo-kernel/,https://github.com/jupyterlite/echo-kernel.git
github.com/jupyterlite/javascript-kernel,592427,@jupyterlite/javascript-kernel-extension,https://github.com/jupyterlite/javascript-kernel,git+https://github.com/jupyterlite/javascript-kernel.git,300880,jupyterlite-javascript-kernel,https://pypi.org/project/jupyterlite-javascript-kernel/,https://github.com/jupyterlite/javascript-kernel.git
github.com/jupyterlite/litegitpuller,592430,@jupyterlite/litegitpuller,https://github.com/jupyterlite/litegitpuller,git+https://github.com/jupyterlite/litegitpuller.git,327333,litegitpuller,https://pypi.org/project/litegitpuller/,https://github.com/jupyterlite/litegitpuller.git
github.com/jupyterlite/p5-kernel,592434,@jupyterlite/p5-kernel-extension,https://github.com/jupyterlite/p5-kernel,git+https://github.com/jupyterlite/p5-kernel.git,300881,jupyterlite-p5-kernel,https://pypi.org/project/jupyterlite-p5-kernel/,https://github.com/jupyterlite/p5-kernel.git
github.com/jupyterlite/pyodide-kernel,1334274,andeplane-pyodide-kernel-extension,https://github.com/jupyterlite/pyodide-kernel,git+https://github.com/jupyterlite/pyodide-kernel.git,300882,jupyterlite-pyodide-kernel,https://pypi.org/project/jupyterlite-pyodide-kernel/,https://github.com/jupyterlite/pyodide-kernel
github.com/jupyterlite/terminal,592447,@jupyterlite/terminal,https://github.com/jupyterlite/terminal,git+https://github.com/jupyterlite/terminal.git,300892,jupyterlite-terminal,https://pypi.org/project/jupyterlite-terminal/,https://github.com/jupyterlite/terminal.git
github.com/jupyterlite/jupyterlab-webrtc-docprovider,592451,@jupyterlite/webrtc-docprovider,https://github.com/jupyterlite/jupyterlab-webrtc-docprovider,https://github.com/jupyterlite/jupyterlab-webrtc-docprovider.git,300845,jupyterlab-webrtc-docprovider,https://github.com/jupyterlite/jupyterlab-webrtc-docprovider,https://github.com/jupyterlite/jupyterlab-webrtc-docprovider
github.com/jupyterlite/xeus,592455,@jupyterlite/xeus-kernels-extension,https://github.com/jupyterlite/xeus,git+https://github.com/jupyterlite/xeus.git,300895,jupyterlite-xeus,https://pypi.org/project/jupyterlite-xeus/,https://github.com/jupyterlite/xeus.git
github.com/jupyterlite/xeus-lua-kernel,592456,@jupyterlite/xeus-lua-kernel,https://github.com/jupyterlite/xeus-lua-kernel,git+https://github.com/jupyterlite/xeus-lua-kernel.git,300896,jupyterlite-xeus-lua,https://github.com/jupyterlite/xeus-lua-kernel,https://github.com/jupyterlite/xeus-lua-kernel
github.com/jupyterlite/xeus-nelson-kernel,592457,@jupyterlite/xeus-nelson-kernel,https://github.com/jupyterlite/xeus-nelson-kernel,git+https://github.com/jupyterlite/xeus-nelson-kernel.git,300897,jupyterlite-xeus-nelson,https://github.com/jupyterlite/xeus-nelson-kernel,https://github.com/jupyterlite/xeus-nelson-kernel
github.com/jupyterlite/xeus-python-kernel,592458,@jupyterlite/xeus-python-kernel,https://github.com/jupyterlite/xeus-python-kernel,git+https://github.com/jupyterlite/xeus-python-kernel.git,300898,jupyterlite-xeus-python,https://pypi.org/project/jupyterlite-xeus-python/,https://github.com/jupyterlite/xeus-python-kernel.git
github.com/jupyterlite/xeus-sqlite-kernel,592459,@jupyterlite/xeus-sqlite-kernel,https://github.com/jupyterlite/xeus-sqlite-kernel,git+https://github.com/jupyterlite/xeus-sqlite-kernel.git,300899,jupyterlite-xeus-sqlite,https://github.com/jupyterlite/xeus-sqlite-kernel,https://github.com/jupyterlite/xeus-sqlite-kernel
github.com/jupyterlite/xeus-wren-kernel,592460,@jupyterlite/xeus-wren-kernel,https://github.com/jupyterlite/xeus-wren-kernel,git+https://github.com/jupyterlite/xeus-wren-kernel.git,300900,jupyterlite-xeus-wren,https://github.com/jupyterlite/xeus-wren-kernel,https://github.com/jupyterlite/xeus-wren-kernel
github.com/justinm/cdk-constructs,593349,@justinm/cdk-infra,https://github.com/justinm/cdk-constructs#readme,git+https://github.com/justinm/cdk-constructs.git,301417,justinm.cdk-infra,https://github.com/justinm/cdk-constructs.git,https://github.com/justinm/cdk-constructs.git
github.com/kadoa-org/kadoa-sdks,595847,@kadoa/node-sdk,https://github.com/kadoa-org/kadoa-sdks#readme,git+https://github.com/kadoa-org/kadoa-sdks.git,302413,kadoa_sdk,https://pypi.org/project/kadoa_sdk/,https://github.com/kadoa-org/kadoa-sdks.git
github.com/kaminaduck/scryfall-mcp,597877,@kaminaduck/scryfall-mcp-server,https://github.com/kaminaduck/scryfall-mcp#readme,git+https://github.com/kaminaduck/scryfall-mcp.git,578506,scryfall-mcp,https://pypi.org/project/scryfall-mcp/,https://github.com/kaminaduck/scryfall-mcp
github.com/kamuridesu/kamtube,598045,@kamuridesu/kamtube,https://github.com/kamuridesu/KamTube#readme,git+https://github.com/kamuridesu/KamTube.git,303254,KamTube,https://github.com/kamuridesu/KamTube,https://github.com/kamuridesu/KamTube
github.com/kanniganfan/terminal-mcp,598450,@kanniganfan/terminal-mcp,https://github.com/kanniganfan/terminal-mcp#readme,git+https://github.com/kanniganfan/terminal-mcp.git,641225,terminal-mcp-server,https://github.com/kanniganfan/terminal-mcp,https://github.com/kanniganfan/terminal-mcp
github.com/carlvoller/kanshi,2327641,kanshi-js,https://github.com/carlvoller/kanshi/tree/main/kanshi-js#readme,git+https://github.com/carlvoller/kanshi.git,303455,kanshipy,https://github.com/carlvoller/kanshi,https://github.com/carlvoller/kanshi
github.com/dracula/jupyterlab,599633,@karosc/jupyterlab_dracula,https://github.com/dracula/jupyterlab,git+https://github.com/dracula/jupyterlab.git,295437,JLDracula,https://github.com/dracula/jupyterlab,https://github.com/dracula/jupyterlab
github.com/katanaml/katana-skipper,600408,@katanaml/skipper-lib-js,https://github.com/katanaml/katana-skipper#readme,git+https://github.com/katanaml/katana-skipper.git,597161,skipper-lib,https://github.com/katanaml/katana-skipper,https://github.com/katanaml/katana-skipper
github.com/kazirocom/package,601144,@kaziro/api,https://github.com/kazirocom/package#readme,git+https://github.com/kazirocom/package.git,304293,kaziro,https://github.com/kazirocom/package,https://github.com/kazirocom/package
github.com/keeps-learn/nexus-proto,602706,@keeps-learn/nexus-proto,https://github.com/Keeps-Learn/nexus-proto#readme,git+https://github.com/Keeps-Learn/nexus-proto.git,305066,keeps-learn-nexus-proto,https://pypi.org/project/keeps-learn-nexus-proto/,https://github.com/Keeps-Learn/nexus-proto.git
github.com/kekwanulabs/syncline,603092,@kekwanulabs/syncline-mcp-server-go,https://syncline.run,git+https://github.com/KekwanuLabs/syncline.git,630702,syncline-mcp-server,https://pypi.org/project/syncline-mcp-server/,https://github.com/KekwanuLabs/syncline
github.com/kestra-io/libs,604925,@kestra-io/libs,https://github.com/kestra-io/libs#readme,git+https://github.com/kestra-io/libs.git,305897,kestra,https://kestra.io,https://github.com/kestra-io/libs
github.com/kingofmac/easykey,609964,@kingofmac/easykey,https://github.com/kingofmac/easykey#readme,git+https://github.com/kingofmac/easykey.git,181235,easykey,https://github.com/kingofmac/easykey,https://github.com/kingofmac/easykey
github.com/kirbs-/hide_code_lab,610457,@kirbs/hide_code,https://github.com/kirbs-/hide_code,git+https://github.com/kirbs-/hide_code_lab.git,264006,hide-code-lab,https://github.com/kirbs-/hide_code_lab,https://github.com/kirbs-/hide_code_lab
github.com/kirti676/api_tester_mcp,610735,@kirti676/api-tester-mcp,https://github.com/kirti676/api_tester_mcp#readme,git+https://github.com/kirti676/api_tester_mcp.git,28573,api-tester-mcp,https://github.com/kirti676/api_tester_mcp,https://github.com/kirti676/api_tester_mcp.git
github.com/kitconcept/kitconcept-core,611076,@kitconcept/core,https://github.com/kitconcept/kitconcept-core#readme,git+ssh://git@github.com/kitconcept/kitconcept-core.git,308063,kitconcept.core,https://pypi.org/project/kitconcept.core/,https://github.com/kitconcept/kitconcept-core
github.com/kitconcept/kitconcept.intranet,611090,@kitconcept/volto-intranet,https://github.com/kitconcept/kitconcept.intranet#readme,git+ssh://git@github.com/kitconcept/kitconcept.intranet.git,308066,kitconcept.intranet,https://pypi.org/project/kitconcept.intranet/,https://github.com/kitconcept/kitconcept.intranet
github.com/kitconcept/volto-light-theme,611092,@kitconcept/volto-light-theme,https://github.com/kitconcept/volto-light-theme#readme,git+ssh://git@github.com/kitconcept/volto-light-theme.git,308074,kitconcept.voltolighttheme,https://pypi.org/project/kitconcept.voltolighttheme/,https://github.com/kitconcept/volto-light-theme
github.com/kitconcept/kitconcept-website,611102,@kitconcept/website,https://github.com/kitconcept/kitconcept-website#readme,git+ssh://git@github.com/kitconcept/kitconcept-website.git,308075,kitconcept.website,https://pypi.org/project/kitconcept.website/,https://github.com/kitconcept/kitconcept-website
github.com/kiteco/jupyterlab-kite,611138,@kiteco/jupyterlab-kite,https://github.com/kiteco/jupyterlab-kite,git+https://github.com/kiteco/jupyterlab-kite.git,300562,jupyterlab-kite,https://github.com/kiteco/jupyterlab-kite,https://github.com/kiteco/jupyterlab-kite
github.com/kuanpern/jupyterlab-snippets-multimenus,620463,@kptan86/jupyterlab-snippets-multimenus,https://github.com/kuanpern/jupyterlab-snippets-multimenus,git+https://github.com/kuanpern/jupyterlab-snippets-multimenus.git,300758,jupyterlab-snippets-multimenus,https://github.com/kuanpern/jupyterlab-snippets-multimenus,https://github.com/kuanpern/jupyterlab-snippets-multimenus
github.com/your-org/kra-connect,620525,@kra-connect/node,https://kra-connect.dev,git+https://github.com/your-org/kra-connect.git,311183,kra-connect,https://pypi.org/project/kra-connect/,https://github.com/your-org/kra-connect
github.com/kynikos/wiki-monkey,626179,@kynikos/wiki-monkey,https://github.com/kynikos/wiki-monkey#readme,git+https://github.com/kynikos/wiki-monkey.git,700747,wiki-monkey,https://github.com/kynikos/wiki-monkey,https://github.com/kynikos/wiki-monkey
github.com/niefdev/lazyid,2386833,lazyid,https://github.com/niefdev/lazyid#readme,git+https://github.com/niefdev/lazyid.git,317958,lazyid,https://pypi.org/project/lazyid/,https://github.com/niefdev/lazyid.git
github.com/lbrlabs/pulumi-aws-tailscale,635200,@lbrlabs/pulumi-aws-tailscalebastion,https://github.com/lbrlabs/pulumi-aws-tailscale#readme,git+https://github.com/lbrlabs/pulumi-aws-tailscale.git,318317,lbrlabs-pulumi-aws-tailscalebastion,https://pypi.org/project/lbrlabs-pulumi-aws-tailscalebastion/,https://github.com/lbrlabs/pulumi-aws-tailscale
github.com/jupyterlab-contrib/jupyterlab-variableinspector,635539,@lckr/jupyterlab_variableinspector,https://github.com/jupyterlab-contrib/jupyterlab-variableInspector,git+https://github.com/jupyterlab-contrib/jupyterlab-variableInspector.git,318515,lckr-jupyterlab-variableinspector,https://pypi.org/project/lckr-jupyterlab-variableinspector/,https://github.com/jupyterlab-contrib/jupyterlab-variableInspector.git
github.com/lehelkovach/cpms,638906,@lehelkovach/cpms-server-node,https://github.com/lehelkovach/cpms#readme,git+https://github.com/lehelkovach/cpms.git,115101,cpms-client,https://pypi.org/project/cpms-client/,https://github.com/lehelkovach/cpms
github.com/letta-ai/agentic-learning-sdk,642183,@letta-ai/agentic-learning,https://github.com/letta-ai/agentic-learning-sdk#readme,git+https://github.com/letta-ai/agentic-learning-sdk.git,8411,agentic-learning,https://pypi.org/project/agentic-learning/,https://github.com/letta-ai/agentic-learning-sdk
github.com/uselightcurve/lightcurve-sdk,646985,@lightcurve/sdk,https://github.com/uselightcurve/lightcurve-sdk#readme,git+https://github.com/uselightcurve/lightcurve-sdk.git,679954,use-lightcurve,https://github.com/uselightcurve/lightcurve-sdk,https://github.com/uselightcurve/lightcurve-sdk
github.com/linto-ai/linto-studio,651130,@linto-ai/linto,http://linto.ai,git+https://github.com/linto-ai/linto-studio.git,326446,linto,https://pypi.org/project/linto/,https://github.com/linto-ai/linto-studio
github.com/liorba/jupyterlab-spark-ui-tab,651598,@liorbaber/jupyterlab-spark-ui-tab,https://github.com/Liorba/spark-ui-tab/,git+https://github.com/Liorba/jupyterlab-spark-ui-tab.git,300764,jupyterlab-spark-ui-tab,https://github.com/Liorba/jupyterlab-spark-ui-tab,https://github.com/Liorba/jupyterlab-spark-ui-tab
github.com/raff-dev/goose,655948,@llm-goose/dashboard-cli,https://github.com/Raff-dev/goose#readme,git+https://github.com/Raff-dev/goose.git,330072,llm-goose,https://pypi.org/project/llm-goose/,https://github.com/Raff-dev/goose
github.com/the-llm-data-company/rubric,656008,@llmdata/rubric,https://github.com/The-LLM-Data-Company/rubric#readme,git+https://github.com/The-LLM-Data-Company/rubric.git,566436,rubric,https://pypi.org/project/rubric/,https://github.com/The-LLM-Data-Company/rubric
github.com/mlc-ai/xgrammar,724484,@mlc-ai/web-xgrammar,https://github.com/mlc-ai/xgrammar/tree/main/web,git+https://github.com/mlc-ai/xgrammar.git,709959,xgrammar,https://pypi.org/project/xgrammar/,https://github.com/mlc-ai/xgrammar
github.com/logicalclocks/hopsworks-api,658134,@logicalclocks/hopsworks-api,https://github.com/logicalclocks/hopsworks-api#readme,git+https://github.com/logicalclocks/hopsworks-api.git,267119,hopsworks,https://pypi.org/project/hopsworks/,https://github.com/logicalclocks/hopsworks-api
github.com/ailubes/lubes,664615,@lubes/sdk,https://lubes.dev,git+https://github.com/ailubes/lubes.git,335955,lubes,https://pypi.org/project/lubes/,https://github.com/ailubes/lubes
github.com/pulumi/pulumi-fortios,664636,@lubyou/pulumi-fortios,https://www.pulumi.com,git+https://github.com/pulumi/pulumi-fortios.git,483680,pulumi-fortios,https://www.pulumi.com,https://github.com/pulumi/pulumi-fortios
github.com/maap-project/che-sidebar-visibility-jupyter-extension,672614,@maap-jupyterlab/che-sidebar-visibility-jupyter-extension,https://github.com/MAAP-Project/che-sidebar-visibility-jupyter-extension,git+https://github.com/MAAP-Project/che-sidebar-visibility-jupyter-extension.git,338228,maap-che-sidebar-visibility-jupyter-extension,https://pypi.org/project/maap-che-sidebar-visibility-jupyter-extension/,https://github.com/MAAP-Project/che-sidebar-visibility-jupyter-extension.git
github.com/maap-project/dps-jupyter-extension,672615,@maap-jupyterlab/dps-jupyter-extension,https://github.com/MAAP-Project/dps-jupyter-extension,git+https://github.com/MAAP-Project/dps-jupyter-extension.git,338229,maap-dps-jupyter-extension,https://pypi.org/project/maap-dps-jupyter-extension/,https://github.com/MAAP-Project/dps-jupyter-extension.git
github.com/maap-project/edsc-jupyter-extension,672618,@maap-jupyterlab/edsc-jupyter-extension,https://github.com/MAAP-Project/edsc-jupyter-extension,git+https://github.com/MAAP-Project/edsc-jupyter-extension.git,338230,maap-edsc-jupyter-extension,https://pypi.org/project/maap-edsc-jupyter-extension/,https://github.com/MAAP-Project/edsc-jupyter-extension.git
github.com/maap-project/maap-help-jupyter-extension,672622,@maap-jupyterlab/maap-help-jupyter-extension,https://github.com/MAAP-Project/maap-help-jupyter-extension/,https://github.com/MAAP-Project/maap-help-jupyter-extension/.git,338231,maap-help-jupyter-extension,https://pypi.org/project/maap-help-jupyter-extension/,https://github.com/MAAP-Project/maap-help-jupyter-extension/.git
github.com/maap-project/maap-libs-jupyter-extension,672623,@maap-jupyterlab/maap-libs-jupyter-extension,https://github.com/MAAP-Project/maap-libs-jupyter-extension,git+https://github.com/MAAP-Project/maap-libs-jupyter-extension.git,338233,maap-libs-jupyter-extension,https://pypi.org/project/maap-libs-jupyter-extension/,https://github.com/MAAP-Project/maap-libs-jupyter-extension.git
github.com/maap-project/user-workspace-management-jupyter-extension,672626,@maap-jupyterlab/user-workspace-management-jupyter-extension,https://github.com/MAAP-Project/user-workspace-management-jupyter-extension,git+https://github.com/MAAP-Project/user-workspace-management-jupyter-extension.git,338236,maap-user-workspace-management-jupyter-extension,https://pypi.org/project/maap-user-workspace-management-jupyter-extension/,https://github.com/MAAP-Project/user-workspace-management-jupyter-extension.git
github.com/mai0313/rust_template,3124405,rust_template,https://github.com/Mai0313/rust_template,git+https://github.com/Mai0313/rust_template.git,567681,rust-template,https://pypi.org/project/rust-template/,https://github.com/Mai0313/rust_template
github.com/manics/jupyterlab-promptclose,680694,@manics/jupyterlab-promptclose,https://github.com/manics/jupyterlab-promptclose,git+https://github.com/manics/jupyterlab-promptclose.git,300701,jupyterlab-promptclose,https://github.com/manics/jupyterlab-promptclose,https://github.com/manics/jupyterlab-promptclose
github.com/mapequation/infomap,682521,@mapequation/infomap-react,https://www.mapequation.org/infomap,git+https://github.com/mapequation/infomap.git,687701,vintasoftware-infomap-fork,https://mapequation.github.io/infomap/,https://github.com/mapequation/infomap
github.com/mariodefelipe/sap-datasphere-mcp,684510,@mariodefe/sap-datasphere-mcp,https://github.com/MarioDeFelipe/sap-datasphere-mcp#readme,git+https://github.com/MarioDeFelipe/sap-datasphere-mcp.git,571993,sap-datasphere-mcp,https://github.com/MarioDeFelipe/sap-datasphere-mcp,https://github.com/MarioDeFelipe/sap-datasphere-mcp
github.com/marketsquare/jupyterlab_robotmode,685240,@marketsquare/jupyterlab_robotmode,https://github.com/MarketSquare/jupyterlab_robotmode,https://github.com/MarketSquare/jupyterlab_robotmode.git,300726,jupyterlab-robotmode,https://github.com/MarketSquare/jupyterlab_robotmode,https://github.com/MarketSquare/jupyterlab_robotmode
github.com/marlocloud/clients,685910,@marlo-cloud/sentiment-client,https://marlo.cloud,git+https://github.com/marlocloud/clients.git,343820,marlo-sentiment,https://pypi.org/project/marlo-sentiment/,https://github.com/marlocloud/clients
github.com/materi/domain,688780,@materi.ai/proto,https://github.com/materi/domain/tree/main/manuscript/ts#readme,git+https://github.com/materi/domain.git,345065,materi-proto,https://pypi.org/project/materi-proto/,https://github.com/materi/domain.git
github.com/mbonig/nightynight,690616,@matthewbonig/nightynight,https://github.com/mbonig/nightynight#readme,git+https://github.com/mbonig/nightynight.git,347154,mbonig.nightynight,https://github.com/mbonig/nightynight,https://github.com/mbonig/nightynight
github.com/mbonig/rds-tools,690617,@matthewbonig/rds-tools,https://github.com/mbonig/rds-tools,git+https://github.com/mbonig/rds-tools.git,347155,mbonig-rds-tools,https://github.com/mbonig/rds-tools,https://github.com/mbonig/rds-tools.git
github.com/mbonig/secret,690618,@matthewbonig/secret,https://github.com/mbonig/secret#readme,git+https://github.com/mbonig/secret.git,347156,mbonig.secret,https://github.com/mbonig/secret.git,https://github.com/mbonig/secret.git
github.com/mbonig/sqs-redrive,3264856,sqs-redrive-construct,https://github.com/mbonig/sqs-redrive#readme,git+https://github.com/mbonig/sqs-redrive.git,347158,mbonig.sqs-redrive,https://github.com/mbonig/sqs-redrive,https://github.com/mbonig/sqs-redrive
github.com/mbonig/state-machine,690621,@matthewbonig/state-machine,https://github.com/mbonig/state-machine#readme,git+https://github.com/mbonig/state-machine.git,347159,mbonig.state-machine,https://github.com/mbonig/state-machine.git,https://github.com/mbonig/state-machine.git
github.com/mbonig/wakeywakey,690622,@matthewbonig/wakeywakey,https://github.com/mbonig/wakeywakey#readme,git+https://github.com/mbonig/wakeywakey.git,347160,mbonig.wakeywakey,https://github.com/mbonig/wakeywakey,https://github.com/mbonig/wakeywakey
github.com/matwerber1/awscdk-constructs,691103,@matwerber/awscdk-constructs,https://github.com/matwerber1/awscdk-constructs#readme,git+https://github.com/matwerber1/awscdk-constructs.git,346392,matwerber-awscdk-constructs,https://github.com/matwerber1/awscdk-constructs.git,https://github.com/matwerber1/awscdk-constructs.git
github.com/openfun/richie,3092518,richie-education,https://github.com/openfun/richie#readme,git+https://github.com/openfun/richie.git,558166,richie,https://pypi.org/project/richie/,https://github.com/openfun/richie
github.com/dhyansraj/mcp-mesh,695694,@mcpmesh/cli-linux-x64,https://github.com/dhyansraj/mcp-mesh#readme,git+https://github.com/dhyansraj/mcp-mesh.git,348713,mcp-mesh,https://pypi.org/project/mcp-mesh/,https://github.com/dhyansraj/mcp-mesh
github.com/getmeapi/meapi,2508808,meapi,https://meapi.dev,git+https://github.com/getmeapi/meapi.git,351115,meapi-sdk,https://meapi.dev,https://github.com/getmeapi/meapi
github.com/mehdashti/smart-platform,699455,@mehdashti/ui,https://github.com/mehdashti/smart-platform#readme,git+https://github.com/mehdashti/smart-platform.git,352379,mehdashti-pagination,https://pypi.org/project/mehdashti-pagination/,https://github.com/mehdashti/smart-platform.git
github.com/gyanendrokh/mayekmapping,699755,@meiteimayek/mapping,https://github.com/GyanendroKh/MayekMapping/tree/master/javascript,git+https://github.com/GyanendroKh/MayekMapping.git,352462,meiteimayek-mapping,https://github.com/GyanendroKh/MayekMapping/tree/master/python,https://github.com/GyanendroKh/MayekMapping/tree/master/python
github.com/microsoft/typechat,3469339,typechat-node16,https://github.com/microsoft/TypeChat#readme,git+https://github.com/microsoft/TypeChat.git,671189,typechat,https://pypi.org/project/typechat/,https://github.com/microsoft/TypeChat
github.com/firecrawl/firecrawl,1955446,firecrawl,https://github.com/firecrawl/firecrawl#readme,git+https://github.com/firecrawl/firecrawl.git,214117,firecrawl-py,https://github.com/firecrawl/firecrawl,https://github.com/firecrawl/firecrawl
github.com/meridianlabs-ai/inspect_scout,705198,@metrevals/inspect-scout-viewer,https://github.com/meridianlabs-ai/inspect_scout#readme,git+https://github.com/meridianlabs-ai/inspect_scout.git,283254,inspect-scout,https://pypi.org/project/inspect-scout/,https://github.com/meridianlabs-ai/inspect_scout
github.com/mesh-sync/core-common-lib,702748,@mesh-sync/core-common-lib,https://github.com/Mesh-Sync/core-common-lib#readme,git+https://github.com/Mesh-Sync/core-common-lib.git,354378,mesh-sync-core-common-lib,https://pypi.org/project/mesh-sync-core-common-lib/,https://github.com/Mesh-Sync/core-common-lib.git
github.com/mesh-sync/worker-backend,702749,@mesh-sync/worker-backend-client,https://github.com/Mesh-Sync/worker-backend#readme,git+https://github.com/Mesh-Sync/worker-backend.git,354379,mesh-sync-worker-backend-client,https://github.com/Mesh-Sync/worker-backend,https://github.com/Mesh-Sync/worker-backend
github.com/metaparticle-io/package,704341,@metaparticle/package,https://github.com/metaparticle-io/package,git+https://github.com/metaparticle-io/package.git,355465,metaparticle_pkg,https://github.com/metaparticle-io/package/tree/master/python,https://github.com/metaparticle-io/package/tree/master/python
github.com/microsoft/agents-m365copilot,709510,@microsoft/agents-m365copilot-beta,https://github.com/microsoft/Agents-M365Copilot/blob/main/typescript/README.md,git+https://github.com/microsoft/Agents-M365Copilot.git,358518,microsoft-agents-m365copilot-core,https://pypi.org/project/microsoft-agents-m365copilot-core/,https://github.com/microsoft/Agents-M365Copilot
github.com/microsoft/quantum-viz.js,710059,@microsoft/quantum-viz.js,https://github.com/microsoft/quantum-viz.js#readme,git+https://github.com/microsoft/quantum-viz.js.git,540207,quantum-viz,https://github.com/microsoft/quantum-viz.js,https://github.com/microsoft/quantum-viz.js
github.com/microsoft/recognizers-text,3054296,recognizers-text-date-time-cjs,https://github.com/Microsoft/Recognizers-Text#readme,git+https://github.com/Microsoft/Recognizers-Text.git,549207,recognizers-text-suite,https://github.com/Microsoft/Recognizers-Text,https://github.com/Microsoft/Recognizers-Text
github.com/microsoft/teams-ai,710168,@microsoft/teams-connector,https://github.com/microsoft/teams-ai#readme,git+https://github.com/microsoft/teams-ai.git,667476,tti-teams-ai,https://github.com/microsoft/teams-ai,https://github.com/microsoft/teams-ai
github.com/milaboratory/pframes-rs,712664,@milaboratories/pframes-rs-serv,https://github.com/milaboratory/pframes-rs#readme,git://github.com/milaboratory/pframes-rs.git,469387,polars-pf,https://pypi.org/project/polars-pf/,https://github.com/milaboratory/pframes-rs
github.com/davidcain/mitoc-const,722722,@mitoc/constants,https://github.com/DavidCain/mitoc-const#readme,git+https://github.com/DavidCain/mitoc-const.git,362168,mitoc-const,https://github.com/DavidCain/mitoc-const,https://github.com/DavidCain/mitoc-const
github.com/mitre/emass_client,722790,@mitre/emass_client,https://github.com/mitre/emass_client#readme,git+https://github.com/mitre/emass_client.git,188198,emass-client-api,https://github.com/mitre/emass_client,https://github.com/mitre/emass_client
github.com/mixpeek/iab-mapper,723232,@mixpeek/iab-mapper,https://github.com/mixpeek/iab-mapper,git+https://github.com/mixpeek/iab-mapper.git,273297,iab-mapper,https://pypi.org/project/iab-mapper/,https://github.com/mixpeek/iab-mapper
github.com/mljar/mercury-extension,724598,@mljar/mercuryextension,https://github.com/mljar/mercury-extension,git+https://github.com/mljar/mercury-extension.git,353874,mercuryextension,https://pypi.org/project/mercuryextension/,https://github.com/mljar/mercury-extension.git
github.com/yourusername/mockagent,727114,@mockagent/core,https://github.com/yourusername/mockagent#readme,git+https://github.com/yourusername/mockagent.git,366745,mockagent,https://pypi.org/project/mockagent/,https://github.com/yourusername/mockagent
github.com/moeloubani/visidata-mcp,728764,@moeloubani/visidata-mcp,https://github.com/moeloubani/visidata-mcp,git+https://github.com/moeloubani/visidata-mcp.git,688397,visidata-mcp,https://pypi.org/project/visidata-mcp/,https://github.com/moeloubani/visidata-mcp
