Normalized_URL,Go_ID,Go_Name,Go_Homepage,Go_Repo,Maven_ID,Maven_Name,Maven_Homepage,Maven_Repo,NPM_ID,NPM_Name,NPM_Homepage,NPM_Repo
github.com/robinvdvleuten/vuex-persistedstate,813483,github.com/robinvdvleuten/vuex-persistedstate,https://github.com/robinvdvleuten/vuex-persistedstate,https://github.com/robinvdvleuten/vuex-persistedstate,46983,org.webjars.npm:vuex-persistedstate,http://webjars.org,https://github.com/robinvdvleuten/vuex-persistedstate,3595518,vuex-persistedstate-with-ignore,https://github.com/robinvdvleuten/vuex-persistedstate#readme,git+https://github.com/robinvdvleuten/vuex-persistedstate.git
github.com/mozilla/readability,813492,github.com/mozilla/readability,https://github.com/mozilla/readability,https://github.com/mozilla/readability,53299,org.webjars.npm:mozilla__readability,https://www.webjars.org,https://github.com/mozilla/readability,3703630,yiuyiuyiu-readability,https://github.com/mozilla/readability,git+https://github.com/mozilla/readability.git
github.com/zenoamaro/react-quill,813500,github.com/zenoamaro/react-quill,https://github.com/zenoamaro/react-quill,https://github.com/zenoamaro/react-quill,50963,org.webjars.npm:react-quill,http://webjars.org,git+https://github.com/zenoamaro/react-quill,3333490,ta-react-quill,https://github.com/zenoamaro/react-quill,git+https://github.com/zenoamaro/react-quill.git
github.com/sachinchoolur/lightgallery,813502,github.com/sachinchoolur/lightgallery,https://github.com/sachinchoolur/lightgallery,https://github.com/sachinchoolur/lightgallery,135306,org.mvnpm:lightgallery,https://www.lightgalleryjs.com/,https://github.com/sachinchoolur/lightGallery,3497087,unmuted-lightgallery,http://www.lightgalleryjs.com/,git+https://github.com/sachinchoolur/lightGallery.git
github.com/jdorn/json-editor,813506,github.com/jdorn/json-editor,https://github.com/jdorn/json-editor,https://github.com/jdorn/json-editor,68144,org.webjars.bower:github-com-jdorn-json-editor,http://webjars.org,https://github.com/jdorn/json-editor,2305709,json-editor,https://github.com/jdorn/json-editor#readme,git+https://github.com/jdorn/json-editor.git
github.com/tryghost/node-sqlite3,813519,github.com/tryghost/node-sqlite3,https://github.com/tryghost/node-sqlite3,https://github.com/tryghost/node-sqlite3,133903,org.mvnpm:sqlite3,https://github.com/TryGhost/node-sqlite3,https://github.com/TryGhost/node-sqlite3,3264410,sqlite3-nodefs,https://github.com/TryGhost/node-sqlite3,git+https://github.com/TryGhost/node-sqlite3.git
github.com/dicebear/dicebear,813520,github.com/dicebear/dicebear,https://github.com/dicebear/dicebear,https://github.com/dicebear/dicebear,59526,org.webjars.npm:dicebear__adventurer,https://www.webjars.org,https://github.com/dicebear/dicebear,1747765,dicebear-project,https://github.com/dicebear/dicebear,git+ssh://git@github.com/dicebear/dicebear.git
github.com/samherbert/svg-loaders,813535,github.com/samherbert/svg-loaders,https://github.com/samherbert/svg-loaders,https://github.com/samherbert/svg-loaders,66455,org.webjars.bower:svg-loaders,http://webjars.org,https://github.com/SamHerbert/SVG-Loaders,3319363,svg-loaders,https://github.com/SamHerbert/SVG-Loaders,
github.com/alibaba/x-render,813538,github.com/alibaba/x-render,https://github.com/alibaba/x-render,https://github.com/alibaba/x-render,58370,org.webjars.npm:form-render,https://www.webjars.org,https://github.com/alibaba/x-render,3684885,xrenders-schema-builder-to-20,https://xrender.fun/form-render,git+ssh://git@github.com/alibaba/x-render.git
github.com/ecomfe/zrender,813581,github.com/ecomfe/zrender,https://github.com/ecomfe/zrender,https://github.com/ecomfe/zrender,133203,org.mvnpm:zrender,https://github.com/ecomfe/zrender#readme,https://github.com/ecomfe/zrender,3742462,zrenderplus,https://github.com/ecomfe/zrender#readme,git+https://github.com/ecomfe/zrender.git
github.com/futurepress/epub.js,813582,github.com/futurepress/epub.js,https://github.com/futurepress/epub.js,https://github.com/futurepress/epub.js,59059,org.webjars.npm:epubjs,http://webjars.org,https://github.com/futurepress/epub.js,3732509,zhl-epubjs,https://github.com/futurepress/epub.js#readme,git+https://github.com/futurepress/epub.js.git
github.com/pacocoursey/cmdk,813596,github.com/pacocoursey/cmdk,https://github.com/pacocoursey/cmdk,https://github.com/pacocoursey/cmdk,136664,org.mvnpm:cmdk,https://github.com/pacocoursey/cmdk#readme,https://github.com/pacocoursey/cmdk,1606056,command,https://github.com/pacocoursey/cmdk#readme,git+https://github.com/pacocoursey/cmdk.git
github.com/mikaelbr/node-notifier,813599,github.com/mikaelbr/node-notifier,https://github.com/mikaelbr/node-notifier,https://github.com/mikaelbr/node-notifier,134872,org.mvnpm:node-notifier,https://github.com/mikaelbr/node-notifier#readme,ssh://git@github.com/mikaelbr/node-notifier,2693491,node-notifier-icon,https://github.com/mikaelbr/node-notifier#readme,git+ssh://git@github.com/mikaelbr/node-notifier.git
github.com/sindresorhus/execa,813627,github.com/sindresorhus/execa,https://github.com/sindresorhus/execa,https://github.com/sindresorhus/execa,136162,org.mvnpm:execa,https://github.com/sindresorhus/execa#readme,https://github.com/sindresorhus/execa,1900761,execa-cjs-alt,https://github.com/sindresorhus/execa#readme,git+https://github.com/sindresorhus/execa.git
github.com/filamentgroup/tablesaw,813650,github.com/filamentgroup/tablesaw,https://github.com/filamentgroup/tablesaw,https://github.com/filamentgroup/tablesaw,68709,org.webjars.bower:filament-tablesaw,https://www.webjars.org,https://github.com/filamentgroup/tablesaw,3334713,tablesaw,https://github.com/filamentgroup/tablesaw,git://github.com/filamentgroup/tablesaw.git
github.com/jonschlinkert/remarkable,813653,github.com/jonschlinkert/remarkable,https://github.com/jonschlinkert/remarkable,https://github.com/jonschlinkert/remarkable,134177,org.mvnpm:remarkable,https://github.com/jonschlinkert/remarkable,https://github.com/jonschlinkert/remarkable,3070227,remarkable-dev,https://github.com/jonschlinkert/remarkable,git://github.com/jonschlinkert/remarkable.git
github.com/kaorun343/vue-property-decorator,813663,github.com/kaorun343/vue-property-decorator,https://github.com/kaorun343/vue-property-decorator,https://github.com/kaorun343/vue-property-decorator,47132,org.webjars.npm:vue-property-decorator,https://www.webjars.org,https://github.com/kaorun343/vue-property-decorator,3580992,vue-property-decorator-model,https://github.com/kaorun343/vue-property-decorator#readme,git+https://github.com/kaorun343/vue-property-decorator.git
github.com/valor-software/ngx-bootstrap,813688,github.com/valor-software/ngx-bootstrap,https://github.com/valor-software/ngx-bootstrap,https://github.com/valor-software/ngx-bootstrap,56677,org.webjars.npm:github-com-valor-software-ngx-bootstrap,http://webjars.org,https://github.com/valor-software/ngx-bootstrap,3740954,zoomsphere.ngx-bootstrap,https://github.com/valor-software/ngx-bootstrap#readme,git+ssh://git@github.com/valor-software/ngx-bootstrap.git
github.com/cferdinandi/smooth-scroll,813692,github.com/cferdinandi/smooth-scroll,https://github.com/cferdinandi/smooth-scroll,https://github.com/cferdinandi/smooth-scroll,57620,org.webjars.npm:github-com-cferdinandi-smooth-scroll,http://webjars.org,https://github.com/cferdinandi/smooth-scroll,3234777,smooth-scroll,https://github.com/cferdinandi/smooth-scroll#readme,git+ssh://git@github.com/cferdinandi/smooth-scroll.git
github.com/mikemcl/decimal.js,813760,github.com/mikemcl/decimal.js,https://github.com/mikemcl/decimal.js,https://github.com/mikemcl/decimal.js,136419,org.mvnpm:decimal.js,https://github.com/MikeMcl/decimal.js#readme,https://github.com/MikeMcl/decimal.js,3716738,yyd-decimal,https://github.com/MikeMcl/decimal.js#readme,git+https://github.com/MikeMcl/decimal.js.git
github.com/angular-ui/ui-grid,813765,github.com/angular-ui/ui-grid,https://github.com/angular-ui/ui-grid,https://github.com/angular-ui/ui-grid,68366,org.webjars.bower:github-com-angular-ui-ui-grid,http://webjars.org,https://github.com/angular-ui/ui-grid,2284176,jm-ui-grid,https://github.com/angular-ui/ui-grid#readme,git+https://github.com/angular-ui/ui-grid.git
github.com/syntaxhighlighter/syntaxhighlighter,813807,github.com/syntaxhighlighter/syntaxhighlighter,https://github.com/syntaxhighlighter/syntaxhighlighter,https://github.com/syntaxhighlighter/syntaxhighlighter,49199,org.webjars.npm:syntaxhighlighter,http://webjars.org,git+https://github.com/syntaxhighlighter/syntaxhighlighter,3329988,syntaxhighlighter,https://github.com/syntaxhighlighter/syntaxhighlighter#readme,git+https://github.com/syntaxhighlighter/syntaxhighlighter.git
github.com/grsmto/simplebar,813808,github.com/grsmto/simplebar,https://github.com/grsmto/simplebar,https://github.com/grsmto/simplebar,133976,org.mvnpm:simplebar,https://grsmto.github.io/simplebar/,https://github.com/grsmto/simplebar,3210794,simplebar_weldonla,https://grsmto.github.io/simplebar/,git+https://github.com/grsmto/simplebar.git
github.com/imagemin/imagemin,813833,github.com/imagemin/imagemin,https://github.com/imagemin/imagemin,https://github.com/imagemin/imagemin,55791,org.webjars.npm:imagemin,http://webjars.org,https://github.com/imagemin/imagemin,2284354,jmazm-imagemin,https://github.com/imagemin/imagemin#readme,git+https://github.com/imagemin/imagemin.git
github.com/expressjs/body-parser,813865,github.com/expressjs/body-parser,https://github.com/expressjs/body-parser,https://github.com/expressjs/body-parser,136859,org.mvnpm:body-parser,https://github.com/expressjs/body-parser#readme,https://github.com/expressjs/body-parser,3740497,zonelink-body-parser,https://github.com/expressjs/body-parser#readme,git+https://github.com/expressjs/body-parser.git
github.com/gajus/react-css-modules,813890,github.com/gajus/react-css-modules,https://github.com/gajus/react-css-modules,https://github.com/gajus/react-css-modules,51191,org.webjars.npm:react-css-modules,http://webjars.org,git+https://github.com/gajus/react-css-modules,2972828,react-css-modules-modify,https://github.com/gajus/react-css-modules#readme,git+https://github.com/gajus/react-css-modules.git
github.com/mapbox/pixelmatch,813901,github.com/mapbox/pixelmatch,https://github.com/mapbox/pixelmatch,https://github.com/mapbox/pixelmatch,52186,org.webjars.npm:pixelmatch,https://www.webjars.org,https://github.com/mapbox/pixelmatch,2848188,pixelmatch-beta,https://github.com/mapbox/pixelmatch#readme,git+https://github.com/mapbox/pixelmatch.git
github.com/nhn/tui.chart,813940,github.com/nhn/tui.chart,https://github.com/nhn/tui.chart,https://github.com/nhn/tui.chart,64567,org.webjars.bowergithub.nhn:tui.chart,https://www.webjars.org,https://github.com/nhn/tui.chart,3459757,tui-chart2,https://github.com/nhn/tui.chart#readme,git+https://github.com/nhn/tui.chart.git
github.com/sarcadass/granim.js,813977,github.com/sarcadass/granim.js,https://github.com/sarcadass/granim.js,https://github.com/sarcadass/granim.js,56859,org.webjars.npm:github-com-sarcadass-granim-js,http://webjars.org,https://github.com/sarcadass/granim.js,2078225,granim,https://github.com/sarcadass/granim.js#readme,git+https://github.com/sarcadass/granim.js.git
github.com/topojson/topojson,815745,github.com/topojson/topojson,https://github.com/topojson/topojson,https://github.com/topojson/topojson,48780,org.webjars.npm:topojson,http://webjars.org,https://github.com/topojson/topojson,3432550,topojson,https://github.com/topojson/topojson,git+https://github.com/topojson/topojson.git
github.com/mafintosh/flat-tree,816647,github.com/mafintosh/flat-tree,https://github.com/mafintosh/flat-tree,https://github.com/mafintosh/flat-tree,58528,org.webjars.npm:flat-tree,http://webjars.org,https://github.com/mafintosh/flat-tree,1964978,flat-tree,https://github.com/mafintosh/flat-tree,git+https://github.com/mafintosh/flat-tree.git
github.com/etalab/decoupage-administratif,816773,github.com/etalab/decoupage-administratif,https://github.com/etalab/decoupage-administratif,https://github.com/etalab/decoupage-administratif,57482,org.webjars.npm:github-com-etalab-decoupage-administratif,http://webjars.org,https://github.com/etalab/decoupage-administratif,1198259,@webgeodatavore/decoupage-administratif,https://github.com/etalab/decoupage-administratif#readme,git+https://github.com/etalab/decoupage-administratif.git
github.com/startbootstrap/startbootstrap-sb-admin-2,817143,github.com/startbootstrap/startbootstrap-sb-admin-2,https://github.com/startbootstrap/startbootstrap-sb-admin-2,https://github.com/startbootstrap/startbootstrap-sb-admin-2,68427,org.webjars.bower:github-com-StartBootstrap-startbootstrap-sb-admin-2,https://www.webjars.org,https://github.com/StartBootstrap/startbootstrap-sb-admin-2,3275145,startbootstrap-sb-admin-2-bs5,https://startbootstrap.com/theme/sb-admin-2,git+https://github.com/StartBootstrap/startbootstrap-sb-admin-2.git
github.com/supabase/supabase-js,817756,github.com/supabase/supabase-js,https://github.com/supabase/supabase-js,https://github.com/supabase/supabase-js,137617,org.mvnpm.at.supabase:auth-js,https://github.com/supabase/supabase-js/tree/master/packages/core/auth-js,https://github.com/supabase/supabase-js,3384913,test-supa-client,https://github.com/supabase/supabase-js#readme,git+https://github.com/supabase/supabase-js.git
github.com/sindresorhus/slugify,818003,github.com/sindresorhus/slugify,https://github.com/sindresorhus/slugify,https://github.com/sindresorhus/slugify,137830,org.mvnpm.at.sindresorhus:slugify,https://github.com/sindresorhus/slugify#readme,https://github.com/sindresorhus/slugify,1138756,@types/sindresorhus__slugify,https://github.com/sindresorhus/slugify#readme,git+https://github.com/sindresorhus/slugify.git
github.com/shrhdk/text-to-svg,819100,github.com/shrhdk/text-to-svg,https://github.com/shrhdk/text-to-svg,https://github.com/shrhdk/text-to-svg,49005,org.webjars.npm:text-to-svg,http://webjars.org,https://github.com/shrhdk/text-to-svg,3396170,text-to-svg-path,https://github.com/shrhdk/text-to-svg,git+https://github.com/shrhdk/text-to-svg.git
github.com/raml2html/raml2html,820647,github.com/raml2html/raml2html,https://github.com/raml2html/raml2html,https://github.com/raml2html/raml2html,56912,org.webjars.npm:github-com-raml2html-raml2html,http://webjars.org,https://github.com/raml2html/raml2html,2949171,raml2htmlfix,https://github.com/raml2html/raml2html,git://github.com/raml2html/raml2html.git
github.com/preactjs/preact,821161,github.com/preactjs/preact,https://github.com/preactjs/preact,https://github.com/preactjs/preact,134535,org.mvnpm:preact,https://preactjs.com,https://github.com/preactjs/preact,2880023,preactcursor,https://preactjs.com/,https://github.com/preactjs/preact.git
github.com/yjs/yjs,823083,github.com/yjs/yjs,https://github.com/yjs/yjs,https://github.com/yjs/yjs,133222,org.mvnpm:yjs,https://docs.yjs.dev,https://github.com/yjs/yjs,3704116,yjs-w,https://docs.yjs.dev,git+https://github.com/yjs/yjs.git
github.com/enisdenjo/graphql-sse,828392,github.com/enisdenjo/graphql-sse,https://github.com/enisdenjo/graphql-sse,https://github.com/enisdenjo/graphql-sse,56368,org.webjars.npm:graphql-sse,https://www.webjars.org,https://github.com/enisdenjo/graphql-sse,2081227,graphql-sse,https://github.com/enisdenjo/graphql-sse#readme,git+https://github.com/enisdenjo/graphql-sse.git
github.com/bubkoo/html-to-image,829437,github.com/bubkoo/html-to-image,https://github.com/bubkoo/html-to-image,https://github.com/bubkoo/html-to-image,135745,org.mvnpm:html-to-image,https://github.com/bubkoo/html-to-image#readme,https://github.com/bubkoo/html-to-image,3331939,szqy-html-to-image,https://github.com/bubkoo/html-to-image#readme,git+https://github.com/bubkoo/html-to-image.git
github.com/eventsource/eventsource,830381,github.com/eventsource/eventsource,https://github.com/eventsource/eventsource,https://github.com/eventsource/eventsource,136166,org.mvnpm:eventsource,https://github.com/EventSource/eventsource#readme,git://git@github.com/EventSource/eventsource,2522696,meteor-eventsource,http://github.com/EventSource/eventsource,git://github.com/EventSource/eventsource.git
github.com/openzeppelin/openzeppelin-contracts-upgradeable,833396,github.com/openzeppelin/openzeppelin-contracts-upgradeable,https://github.com/openzeppelin/openzeppelin-contracts-upgradeable,https://github.com/openzeppelin/openzeppelin-contracts-upgradeable,52537,org.webjars.npm:openzeppelin__contracts-upgradeable,https://www.webjars.org,https://github.com/OpenZeppelin/openzeppelin-contracts-upgradeable,820661,@openzeppelin/contracts-upgradeable,https://openzeppelin.com/contracts/,git+https://github.com/OpenZeppelin/openzeppelin-contracts-upgradeable.git
github.com/lucide-icons/lucide,834238,github.com/lucide-icons/lucide,https://github.com/lucide-icons/lucide,https://github.com/lucide-icons/lucide,135195,org.mvnpm:lucide,https://lucide.dev,https://github.com/lucide-icons/lucide,2453472,lucide-vue-next,https://lucide.dev,git+https://github.com/lucide-icons/lucide.git
github.com/postmanlabs/postman-runtime,836576,github.com/postmanlabs/postman-runtime,https://github.com/postmanlabs/postman-runtime,https://github.com/postmanlabs/postman-runtime,51846,org.webjars.npm:postman-runtime,https://www.webjars.org,https://github.com/postmanlabs/postman-runtime,3220055,sk211-postman-runtime-jwt-track,https://github.com/postmanlabs/postman-runtime#readme,git+https://github.com/postmanlabs/postman-runtime.git
github.com/dojah-inc/dojah-sdks,836743,github.com/dojah-inc/dojah-sdks,https://github.com/dojah-inc/dojah-sdks,https://github.com/dojah-inc/dojah-sdks,586426,com.konfigthis.dojah:dojah-java-sdk,https://github.com/dojah-inc/dojah-sdks/tree/main/java,https://github.com/dojah-inc/dojah-sdks/tree/main/java,1770575,dojah-typescript-sdk,https://github.com/dojah-inc/dojah-sdks/tree/main#readme,git+https://github.com/dojah-inc/dojah-sdks.git#main
github.com/alexcorvi/heic2any,837041,github.com/alexcorvi/heic2any,https://github.com/alexcorvi/heic2any,https://github.com/alexcorvi/heic2any,56099,org.webjars.npm:heic2any,https://www.webjars.org,https://github.com/alexcorvi/heic2any,2134111,heic2any_ags,https://github.com/alexcorvi/heic2any#readme,git+https://github.com/alexcorvi/heic2any.git
github.com/trpc/trpc,838374,github.com/trpc/trpc,https://github.com/trpc/trpc,https://github.com/trpc/trpc,137498,org.mvnpm.at.trpc:server,https://trpc.io,https://github.com/trpc/trpc,3447370,trpc-mini-client,https://trpc.io,git+https://github.com/trpc/trpc.git
github.com/yjs/y-websocket,841998,github.com/yjs/y-websocket,https://github.com/yjs/y-websocket,https://github.com/yjs/y-websocket,46560,org.webjars.npm:y-websocket,https://www.webjars.org,https://github.com/yjs/y-websocket,3715509,yuyang-y-websocket,https://github.com/yjs/y-websocket#readme,git+https://github.com/yjs/y-websocket.git
github.com/konfig-dev/splitit-web-sdks,842446,github.com/konfig-dev/splitit-web-sdks/go,https://github.com/konfig-dev/splitit-web-sdks,https://github.com/konfig-dev/splitit-web-sdks,586418,com.konfigthis:splitit-web-java-sdk,https://github.com/konfig-dev/splitit-web-sdks/tree/main/java,https://github.com/konfig-dev/splitit-web-sdks/tree/main/java,3259795,splitit-web-typescript-sdk,https://github.com/konfig-dev/splitit-web-sdks/tree/HEAD/typescript#readme,git+https://github.com/konfig-dev/splitit-web-sdks.git
github.com/postmanlabs/postman-collection-transformer,845555,github.com/postmanlabs/postman-collection-transformer,https://github.com/postmanlabs/postman-collection-transformer,https://github.com/postmanlabs/postman-collection-transformer,51848,org.webjars.npm:postman-collection-transformer,https://www.webjars.org,https://github.com/postmanlabs/postman-collection-transformer,2874521,postman-collection-transformer,https://github.com/postmanlabs/postman-collection-transformer#readme,git+https://github.com/postmanlabs/postman-collection-transformer.git
github.com/yargs/yargs,846874,github.com/yargs/yargs,https://github.com/yargs/yargs,https://github.com/yargs/yargs,133226,org.mvnpm:yargs,http://yargs.js.org/,ssh://git@github.com/yargs/yargs,3697002,yargs,https://yargs.js.org/,git+https://github.com/yargs/yargs.git
github.com/pulumi/pulumi-local,850785,github.com/pulumi/pulumi-local/sdk,https://github.com/pulumi/pulumi-local,https://github.com/pulumi/pulumi-local,546850,com.pulumi:local,https://github.com/pulumi/pulumi-local,https://github.com/pulumi/pulumi-local,884620,@pulumi/local,https://www.pulumi.com/,git+https://github.com/pulumi/pulumi-local.git
github.com/remeda/remeda,853242,github.com/remeda/remeda,https://github.com/remeda/remeda,https://github.com/remeda/remeda,134176,org.mvnpm:remeda,https://remedajs.com/,https://github.com/remeda/remeda,3070460,remeda,https://remedajs.com/,git+https://github.com/remeda/remeda.git
github.com/muan/emojilib,853553,github.com/muan/emojilib,https://github.com/muan/emojilib,https://github.com/muan/emojilib,136283,org.mvnpm:emojilib,https://github.com/muan/emojilib#readme,https://github.com/muan/emojilib,2560122,mojimoar,https://github.com/muan/emojilib#readme,git+https://github.com/muan/emojilib/tree/9a3c05a7d4fe659c45d5cf8e9196bde579a14650.git
github.com/caligatio/jssha,853980,github.com/caligatio/jssha,https://github.com/caligatio/jssha,https://github.com/caligatio/jssha,67327,org.webjars.bower:jsSHA,https://www.webjars.org,https://github.com/Caligatio/jsSHA,2312031,jssha,https://github.com/Caligatio/jsSHA,git+https://github.com/Caligatio/jsSHA.git
github.com/manuelstofer/json-pointer,855034,github.com/manuelstofer/json-pointer,https://github.com/manuelstofer/json-pointer,https://github.com/manuelstofer/json-pointer,135415,org.mvnpm:json-pointer,https://github.com/manuelstofer/json-pointer,git://github.com/manuelstofer/json-pointer,2306674,json-pointer-umd,https://github.com/manuelstofer/json-pointer,git://github.com/manuelstofer/json-pointer.git
github.com/apollographql/apollo-tooling,855467,github.com/apollographql/apollo-tooling,https://github.com/apollographql/apollo-tooling,https://github.com/apollographql/apollo-tooling,62349,org.webjars.npm:apollo-codegen-core,https://www.webjars.org,https://github.com/apollographql/apollo-tooling,3562714,vscode-apollo-threehams,https://github.com/apollographql/apollo-tooling,git+https://github.com/apollographql/apollo-tooling.git
github.com/apollographql/apollo-link,858609,github.com/apollographql/apollo-link,https://github.com/apollographql/apollo-link,https://github.com/apollographql/apollo-link,62344,org.webjars.npm:apollo-link,http://webjars.org,https://github.com/apollographql/apollo-link,3344427,taro-link-ws,https://github.com/apollographql/apollo-link#readme,git+https://github.com/apollographql/apollo-link.git
github.com/alipay/fury,859897,github.com/alipay/fury,https://github.com/alipay/fury,https://github.com/alipay/fury,182670,org.furyio:fury-core,,https://github.com/alipay/fury,414796,@furyjs/fury,https://github.com/alipay/fury#readme,git+ssh://git@github.com/alipay/fury.git
github.com/supabase/gotrue-js,860911,github.com/supabase/gotrue-js,https://github.com/supabase/gotrue-js,https://github.com/supabase/gotrue-js,49351,org.webjars.npm:supabase__gotrue-js,https://www.webjars.org,https://github.com/supabase/gotrue-js,1267062,@zlq_bcxhs/gotrue,https://github.com/supabase/gotrue-js,@zlq_bcxhs/gotrue
github.com/openfga/language,883490,github.com/openfga/language,https://github.com/openfga/language,https://github.com/openfga/language,464155,dev.openfga:java,https://openfga.dev,https://github.com/openfga/language,814298,@openfga/syntax-transformer,https://github.com/openfga/language#readme,git://github.com/openfga/language.git
github.com/pqina/filepond,866851,github.com/pqina/filepond,https://github.com/pqina/filepond,https://github.com/pqina/filepond,58658,org.webjars.npm:filepond,http://webjars.org,https://github.com/pqina/filepond,1949706,filepond-mod-viasuper,https://pqina.nl/filepond,git+https://github.com/pqina/filepond.git
github.com/antfu/utils,867041,github.com/antfu/utils,https://github.com/antfu/utils,https://github.com/antfu/utils,139320,org.mvnpm.at.antfu:utils,https://github.com/antfu/utils#readme,https://github.com/antfu/utils,591359,@juney/utils,https://github.com/antfu/utils#readme,git+https://github.com/antfu/utils.git
github.com/danpaz/bodybuilder,871201,github.com/danpaz/bodybuilder,https://github.com/danpaz/bodybuilder,https://github.com/danpaz/bodybuilder,61295,org.webjars.npm:bodybuilder,http://webjars.org,git+ssh://git@github.com/danpaz/bodybuilder,1474878,bodybuilder,https://github.com/danpaz/bodybuilder#readme,git+ssh://git@github.com/danpaz/bodybuilder.git
github.com/eclipse/tahu,871749,github.com/eclipse/tahu,https://github.com/eclipse/tahu,https://github.com/eclipse/tahu,190203,org.eclipse.tahu:tahu,http://www.eclipse.org/tahu,https://github.com/eclipse/tahu.git,3254699,sparkplug-payload-dmd,https://github.com/eclipse/tahu,git+https://github.com/eclipse/tahu.git
github.com/ruimarinho/google-libphonenumber,878098,github.com/ruimarinho/google-libphonenumber,https://github.com/ruimarinho/google-libphonenumber,https://github.com/ruimarinho/google-libphonenumber,67844,org.webjars.bower:github-com-ruimarinho-google-libphonenumber,http://webjars.org,https://github.com/ruimarinho/google-libphonenumber,3088593,rew-google-libphonenumber,https://ruimarinho.github.io/google-libphonenumber/,git+https://github.com/ruimarinho/google-libphonenumber.git
github.com/braintree/credit-card-type,879412,github.com/braintree/credit-card-type,https://github.com/braintree/credit-card-type,https://github.com/braintree/credit-card-type,60151,org.webjars.npm:credit-card-type,https://www.webjars.org,https://github.com/braintree/credit-card-type,1668383,credit-card-type-fork,https://github.com/braintree/credit-card-type,git@github.com:braintree/credit-card-type
github.com/taion/graphql-type-json,880603,github.com/taion/graphql-type-json,https://github.com/taion/graphql-type-json,https://github.com/taion/graphql-type-json,135872,org.mvnpm:graphql-type-json,https://github.com/taion/graphql-type-json#readme,https://github.com/taion/graphql-type-json,2081434,graphql-type-json-graphql-16,https://github.com/taion/graphql-type-json#readme,git+https://github.com/taion/graphql-type-json.git
github.com/rbuckton/reflect-metadata,880965,github.com/rbuckton/reflect-metadata,https://github.com/rbuckton/reflect-metadata,https://github.com/rbuckton/reflect-metadata,134246,org.mvnpm:reflect-metadata,http://rbuckton.github.io/reflect-metadata,https://github.com/rbuckton/reflect-metadata,3063914,reflect-metadata-xyz,http://rbuckton.github.io/reflect-metadata,git+https://github.com/rbuckton/reflect-metadata.git
github.com/yargs/yargs-parser,886829,github.com/yargs/yargs-parser,https://github.com/yargs/yargs-parser,https://github.com/yargs/yargs-parser,133225,org.mvnpm:yargs-parser,https://github.com/yargs/yargs-parser#readme,ssh://git@github.com/yargs/yargs-parser,3697027,yargs-parser-no-fs,https://github.com/yargs/yargs-parser#readme,git+https://github.com/yargs/yargs-parser.git
github.com/minimistjs/minimist,886835,github.com/minimistjs/minimist,https://github.com/minimistjs/minimist,https://github.com/minimistjs/minimist,135013,org.mvnpm:minimist,https://github.com/minimistjs/minimist,git://github.com/minimistjs/minimist,2537943,minimist,https://github.com/minimistjs/minimist,git://github.com/minimistjs/minimist.git
github.com/chaijs/pathval,886836,github.com/chaijs/pathval,https://github.com/chaijs/pathval,https://github.com/chaijs/pathval,134689,org.mvnpm:pathval,https://github.com/chaijs/pathval,ssh://git@github.com/chaijs/pathval,2818889,pathval,https://github.com/chaijs/pathval,git+ssh://git@github.com/chaijs/pathval.git
github.com/mozilla/source-map,887311,github.com/mozilla/source-map,https://github.com/mozilla/source-map,https://github.com/mozilla/source-map,133931,org.mvnpm:source-map,https://github.com/mozilla/source-map,ssh://git@github.com/mozilla/source-map,3644611,windy-source-map,https://github.com/mozilla/source-map,git+ssh://git@github.com/mozilla/source-map.git
github.com/101arrowz/fflate,889283,github.com/101arrowz/fflate,https://github.com/101arrowz/fflate,https://github.com/101arrowz/fflate,136088,org.mvnpm:fflate,https://101arrowz.github.io/fflate,https://github.com/101arrowz/fflate,1943959,fflate,https://101arrowz.github.io/fflate,git+https://github.com/101arrowz/fflate.git
github.com/ant-design/pro-components,891205,github.com/ant-design/pro-components,https://github.com/ant-design/pro-components,https://github.com/ant-design/pro-components,62405,org.webjars.npm:ant-design__pro-descriptions,https://www.webjars.org,https://github.com/ant-design/pro-components,3686914,xu-pro-descriptions,https://github.com/ant-design/pro-components/tree/master/packages/descriptions#readme,git+https://github.com/ant-design/pro-components.git
github.com/iconfu/svg-inject,891681,github.com/iconfu/svg-inject,https://github.com/iconfu/svg-inject,https://github.com/iconfu/svg-inject,55839,org.webjars.npm:iconfu__svg-inject,https://www.webjars.org,https://github.com/iconfu/svg-inject,525082,@iconfu/svg-inject,https://github.com/iconfu/svg-inject#readme,https://github.com/iconfu/svg-inject.git
github.com/visjs/vis-timeline,892557,github.com/visjs/vis-timeline,https://github.com/visjs/vis-timeline,https://github.com/visjs/vis-timeline,133382,org.mvnpm:vis-timeline,https://visjs.github.io/vis-timeline/,https://github.com/visjs/vis-timeline,3547543,vis-timeline-nassim,https://visjs.github.io/vis-timeline/,git+https://github.com/visjs/vis-timeline.git
github.com/redocly/openapi-sampler,895335,github.com/redocly/openapi-sampler,https://github.com/redocly/openapi-sampler,https://github.com/redocly/openapi-sampler,134784,org.mvnpm:openapi-sampler,https://github.com/redocly/openapi-sampler/,https://github.com/redocly/openapi-sampler,2778915,openapi-sampler,https://github.com/redocly/openapi-sampler/,git+https://github.com/redocly/openapi-sampler.git
